condition,layer,task_i,task_j,cosine_similarity
no-prompt,7,A3,F0,0.008151394145510719
no-prompt,7,A3,F1,0.004656570389275958
no-prompt,7,A3,F2,-0.0023557976839209183
no-prompt,7,A3,F3,-0.0050542739635106755
no-prompt,7,A3,F4,0.005177048738067327
no-prompt,7,A3,F5,0.00652872112681591
no-prompt,7,F0,A1,-0.002676503452393388
no-prompt,7,F0,A2,0.0007602510207819416
no-prompt,7,F0,A3,0.008151394145510719
no-prompt,7,F0,F0,0.9999999999989148
no-prompt,7,F0,F1,-0.12716876223463802
no-prompt,7,F0,F2,0.02194893490810782
no-prompt,7,F0,F3,0.015185343656975913
no-prompt,7,F0,F4,0.010274913833476527
no-prompt,7,F0,F5,0.024971730762020868
no-prompt,7,F1,A1,-5.223645669576695e-05
no-prompt,7,F1,A2,-0.01133336624365549
no-prompt,7,F1,A3,0.004656570389275958
no-prompt,7,F1,F0,-0.12716876223463802
no-prompt,7,F1,F1,0.999999999998858
no-prompt,7,F1,F2,-0.03328917696160243
no-prompt,7,F1,F3,0.006076750788984496
no-prompt,7,F1,F4,-0.004357426772705863
no-prompt,7,F1,F5,0.0061363788235694865
no-prompt,7,F2,A1,0.0006674855133115277
no-prompt,7,F2,A2,0.0009018361118218298
no-prompt,7,F2,A3,-0.0023557976839209183
no-prompt,7,F2,F0,0.02194893490810782
no-prompt,7,F2,F1,-0.03328917696160243
no-prompt,7,F2,F2,0.9999999999980035
no-prompt,7,F2,F3,0.010720739034656824
no-prompt,7,F2,F4,-0.007864783700009812
no-prompt,7,F2,F5,0.01778226500514491
no-prompt,7,F3,A1,0.010866596502888987
no-prompt,7,F3,A2,-0.0023260345602327402
no-prompt,7,F3,A3,-0.0050542739635106755
no-prompt,7,F3,F0,0.015185343656975913
no-prompt,7,F3,F1,0.006076750788984496
no-prompt,7,F3,F2,0.010720739034656824
no-prompt,7,F3,F3,0.9999999999967898
no-prompt,7,F3,F4,0.10173252566117957
no-prompt,7,F3,F5,0.04860300751822777
no-prompt,7,F4,A1,0.002039319972657
no-prompt,7,F4,A2,-0.00790860233027869
no-prompt,7,F4,A3,0.005177048738067327
no-prompt,7,F4,F0,0.010274913833476527
no-prompt,7,F4,F1,-0.004357426772705863
no-prompt,7,F4,F2,-0.007864783700009812
no-prompt,7,F4,F3,0.10173252566117957
no-prompt,7,F4,F4,0.9999999999955832
no-prompt,7,F4,F5,0.1438838206880675
no-prompt,7,F5,A1,-0.009895364279626893
no-prompt,7,F5,A2,0.0019100112654231196
no-prompt,7,F5,A3,0.00652872112681591
no-prompt,7,F5,F0,0.024971730762020868
no-prompt,7,F5,F1,0.0061363788235694865
no-prompt,7,F5,F2,0.01778226500514491
no-prompt,7,F5,F3,0.04860300751822777
no-prompt,7,F5,F4,0.1438838206880675
no-prompt,7,F5,F5,0.9999999999953467
no-prompt,8,A1,A1,0.9999999999986341
no-prompt,8,A1,A2,0.051784975310214525
no-prompt,8,A1,A3,0.06505012169822322
no-prompt,8,A1,F0,0.010556484132922492
no-prompt,8,A1,F1,-0.0003304561301759896
no-prompt,8,A1,F2,-0.00766763955207375
no-prompt,8,A1,F3,0.004195520319270187
no-prompt,8,A1,F4,-0.018246437710235208
no-prompt,8,A1,F5,0.010445005027004767
no-prompt,8,A2,A1,0.051784975310214525
no-prompt,8,A2,A2,0.9999999999984589
no-prompt,8,A2,A3,0.0736520753812952
no-prompt,8,A2,F0,-0.0007989957048711098
no-prompt,8,A2,F1,-0.0018866083453638104
no-prompt,8,A2,F2,0.0014037631880863917
no-prompt,8,A2,F3,-0.018253643987393372
no-prompt,8,A2,F4,-0.011466272924433186
no-prompt,8,A2,F5,-0.002212577535740483
no-prompt,8,A3,A1,0.06505012169822322
no-prompt,8,A3,A2,0.0736520753812952
no-prompt,8,A3,A3,0.9999999999985427
no-prompt,8,A3,F0,-0.0016900310325433715
no-prompt,8,A3,F1,-0.000362210371220049
no-prompt,8,A3,F2,-0.006245070634578053
no-prompt,8,A3,F3,0.002708551162042324
no-prompt,8,A3,F4,-0.00045798293787133925
no-prompt,8,A3,F5,-0.011422342039602755
no-prompt,8,F0,A1,0.010556484132922492
no-prompt,8,F0,A2,-0.0007989957048711098
no-prompt,8,F0,A3,-0.0016900310325433715
no-prompt,8,F0,F0,0.9999999999984339
no-prompt,8,F0,F1,-0.08969132360240609
no-prompt,8,F0,F2,0.00444400742957505
no-prompt,8,F0,F3,0.018768731890297288
no-prompt,8,F0,F4,0.016048960114665327
no-prompt,8,F0,F5,0.010043150199823391
no-prompt,8,F1,A1,-0.0003304561301759896
no-prompt,8,F1,A2,-0.0018866083453638104
no-prompt,8,F1,A3,-0.000362210371220049
no-prompt,8,F1,F0,-0.08969132360240609
no-prompt,8,F1,F1,0.9999999999987074
no-prompt,8,F1,F2,-0.017229579155063346
no-prompt,8,F1,F3,0.020728500728737893
no-prompt,8,F1,F4,-0.0020504867044610973
no-prompt,8,F1,F5,0.010882390039087636
no-prompt,8,F2,A1,-0.00766763955207375
no-prompt,8,F2,A2,0.0014037631880863917
no-prompt,8,F2,A3,-0.006245070634578053
no-prompt,8,F2,F0,0.00444400742957505
no-prompt,8,F2,F1,-0.017229579155063346
no-prompt,8,F2,F2,0.9999999999985365
no-prompt,8,F2,F3,0.014078012846624076
no-prompt,8,F2,F4,-0.004255963369446569
no-prompt,8,F2,F5,0.016170428157172616
no-prompt,8,F3,A1,0.004195520319270187
no-prompt,8,F3,A2,-0.018253643987393372
no-prompt,8,F3,A3,0.002708551162042324
no-prompt,8,F3,F0,0.018768731890297288
no-prompt,8,F3,F1,0.020728500728737893
no-prompt,8,F3,F2,0.014078012846624076
no-prompt,8,F3,F3,0.9999999999972873
no-prompt,8,F3,F4,0.15428388207822802
no-prompt,8,F3,F5,0.0735582349931382
no-prompt,8,F4,A1,-0.018246437710235208
no-prompt,8,F4,A2,-0.011466272924433186
no-prompt,8,F4,A3,-0.00045798293787133925
no-prompt,8,F4,F0,0.016048960114665327
no-prompt,8,F4,F1,-0.0020504867044610973
no-prompt,8,F4,F2,-0.004255963369446569
no-prompt,8,F4,F3,0.15428388207822802
no-prompt,8,F4,F4,0.9999999999959533
no-prompt,8,F4,F5,0.15373782350457793
no-prompt,8,F5,A1,0.010445005027004767
no-prompt,8,F5,A2,-0.002212577535740483
no-prompt,8,F5,A3,-0.011422342039602755
no-prompt,8,F5,F0,0.010043150199823391
no-prompt,8,F5,F1,0.010882390039087636
no-prompt,8,F5,F2,0.016170428157172616
no-prompt,8,F5,F3,0.0735582349931382
no-prompt,8,F5,F4,0.15373782350457793
no-prompt,8,F5,F5,0.9999999999956597
no-prompt,9,A1,A1,0.9999999999986248
no-prompt,9,A1,A2,0.060297900917309015
no-prompt,9,A1,A3,0.06333406835237836
no-prompt,9,A1,F0,-0.0046611769546113626
no-prompt,9,A1,F1,-0.0013134483690923596
no-prompt,9,A1,F2,-0.0003229394987266228
no-prompt,9,A1,F3,-0.0014752010112818886
no-prompt,9,A1,F4,-0.0009734497663670378
no-prompt,9,A1,F5,0.013920563761944652
no-prompt,9,A2,A1,0.060297900917309015
no-prompt,9,A2,A2,0.9999999999984175
no-prompt,9,A2,A3,0.06564522633692745
no-prompt,9,A2,F0,-0.0026457305449271197
no-prompt,9,A2,F1,0.006734151076263635
no-prompt,9,A2,F2,-0.0007530648524894325
no-prompt,9,A2,F3,0.002122615150014313
no-prompt,9,A2,F4,-0.012392095445101538
no-prompt,9,A2,F5,-0.001320940861929043
no-prompt,9,A3,A1,0.06333406835237836
no-prompt,9,A3,A2,0.06564522633692745
no-prompt,9,A3,A3,0.9999999999985091
no-prompt,9,A3,F0,0.004239079063810532
no-prompt,9,A3,F1,0.004591249357264474
no-prompt,9,A3,F2,-0.006026800536785692
no-prompt,9,A3,F3,0.00728993200733263
no-prompt,9,A3,F4,0.008023683228963945
no-prompt,9,A3,F5,-0.012184995805488432
no-prompt,9,F0,A1,-0.0046611769546113626
no-prompt,9,F0,A2,-0.0026457305449271197
no-prompt,9,F0,A3,0.004239079063810532
no-prompt,9,F0,F0,0.9999999999981447
no-prompt,9,F0,F1,-0.06310023997286673
no-prompt,9,F0,F2,0.016977354918435446
no-prompt,9,F0,F3,0.019940970584297668
no-prompt,9,F0,F4,0.02579573397205091
no-prompt,9,F0,F5,0.001888833750841544
no-prompt,9,F1,A1,-0.0013134483690923596
no-prompt,9,F1,A2,0.006734151076263635
no-prompt,9,F1,A3,0.004591249357264474
no-prompt,9,F1,F0,-0.06310023997286673
no-prompt,9,F1,F1,0.9999999999982895
no-prompt,9,F1,F2,-0.01351666349609773
no-prompt,9,F1,F3,0.027605153009502736
no-prompt,9,F1,F4,0.009638015319184363
no-prompt,9,F1,F5,-0.0039300896640692435
no-prompt,9,F2,A1,-0.0003229394987266228
no-prompt,9,F2,A2,-0.0007530648524894325
no-prompt,9,F2,A3,-0.006026800536785692
no-prompt,9,F2,F0,0.016977354918435446
no-prompt,9,F2,F1,-0.01351666349609773
no-prompt,9,F2,F2,0.9999999999987768
no-prompt,9,F2,F3,0.022705669970172756
no-prompt,9,F2,F4,0.00197721813038748
no-prompt,9,F2,F5,0.023381752346735417
no-prompt,9,F3,A1,-0.0014752010112818886
no-prompt,9,F3,A2,0.002122615150014313
no-prompt,9,F3,A3,0.00728993200733263
no-prompt,9,F3,F0,0.019940970584297668
no-prompt,9,F3,F1,0.027605153009502736
no-prompt,9,F3,F2,0.022705669970172756
no-prompt,9,F3,F3,0.9999999999979474
no-prompt,9,F3,F4,0.2044842204528929
no-prompt,9,F3,F5,0.09080601887264832
no-prompt,9,F4,A1,-0.0009734497663670378
no-prompt,9,F4,A2,-0.012392095445101538
no-prompt,9,F4,A3,0.008023683228963945
no-prompt,9,F4,F0,0.02579573397205091
no-prompt,9,F4,F1,0.009638015319184363
no-prompt,9,F4,F2,0.00197721813038748
no-prompt,9,F4,F3,0.2044842204528929
no-prompt,9,F4,F4,0.9999999999963909
no-prompt,9,F4,F5,0.17995878826238657
no-prompt,9,F5,A1,0.013920563761944652
no-prompt,9,F5,A2,-0.001320940861929043
no-prompt,9,F5,A3,-0.012184995805488432
no-prompt,9,F5,F0,0.001888833750841544
no-prompt,9,F5,F1,-0.0039300896640692435
no-prompt,9,F5,F2,0.023381752346735417
no-prompt,9,F5,F3,0.09080601887264832
no-prompt,9,F5,F4,0.17995878826238657
no-prompt,9,F5,F5,0.9999999999965045
no-prompt,10,A1,A1,0.999999999998505
no-prompt,10,A1,A2,0.058879337902837815
no-prompt,10,A1,A3,0.058355134941693934
no-prompt,10,A1,F0,-0.0067929381590707385
no-prompt,10,A1,F1,0.0031812421210869767
no-prompt,10,A1,F2,-0.0025426155425269975
no-prompt,10,A1,F3,0.00011888057488553707
no-prompt,10,A1,F4,-0.0019168101704286808
no-prompt,10,A1,F5,0.003560959791834718
no-prompt,10,A2,A1,0.058879337902837815
no-prompt,10,A2,A2,0.9999999999982885
no-prompt,10,A2,A3,0.07760472667540357
no-prompt,10,A2,F0,0.009180683030747639
no-prompt,10,A2,F1,-0.0058967001570953016
no-prompt,10,A2,F2,0.0002697163848945836
no-prompt,10,A2,F3,-0.006140919887987079
no-prompt,10,A2,F4,-0.01283244479309637
no-prompt,10,A2,F5,0.007053940905063311
no-prompt,10,A3,A1,0.058355134941693934
no-prompt,10,A3,A2,0.07760472667540357
no-prompt,10,A3,A3,0.9999999999983955
no-prompt,10,A3,F0,0.004006732390061404
no-prompt,10,A3,F1,0.0009154259631273806
no-prompt,10,A3,F2,-0.015240183074931302
no-prompt,10,A3,F3,-0.004687359170075284
no-prompt,10,A3,F4,0.0036389745060914558
no-prompt,10,A3,F5,-0.008685274811007797
no-prompt,10,F0,A1,-0.0067929381590707385
no-prompt,10,F0,A2,0.009180683030747639
no-prompt,10,F0,A3,0.004006732390061404
no-prompt,10,F0,F0,0.9999999999973163
no-prompt,10,F0,F1,-0.06626429108702016
no-prompt,10,F0,F2,0.018117861054526323
no-prompt,10,F0,F3,0.008332062772720035
no-prompt,10,F0,F4,0.0037472591312626164
no-prompt,10,F0,F5,0.0029036202188432174
no-prompt,10,F1,A1,0.0031812421210869767
no-prompt,10,F1,A2,-0.0058967001570953016
no-prompt,10,F1,A3,0.0009154259631273806
no-prompt,10,F1,F0,-0.06626429108702016
no-prompt,10,F1,F1,0.9999999999973073
no-prompt,10,F1,F2,-0.007612362022205102
no-prompt,10,F1,F3,0.005959002352170355
no-prompt,10,F1,F4,3.632341952402063e-05
no-prompt,10,F1,F5,0.00020667339055328252
no-prompt,10,F2,A1,-0.0025426155425269975
no-prompt,10,F2,A2,0.0002697163848945836
no-prompt,10,F2,A3,-0.015240183074931302
no-prompt,10,F2,F0,0.018117861054526323
no-prompt,10,F2,F1,-0.007612362022205102
no-prompt,10,F2,F2,0.9999999999987274
no-prompt,10,F2,F3,0.006388187507332077
no-prompt,10,F2,F4,0.008619000108914657
no-prompt,10,F2,F5,0.006476653716871967
no-prompt,10,F3,A1,0.00011888057488553707
no-prompt,10,F3,A2,-0.006140919887987079
no-prompt,10,F3,A3,-0.004687359170075284
no-prompt,10,F3,F0,0.008332062772720035
no-prompt,10,F3,F1,0.005959002352170355
no-prompt,10,F3,F2,0.006388187507332077
no-prompt,10,F3,F3,0.9999999999981546
no-prompt,10,F3,F4,0.20253274609481625
no-prompt,10,F3,F5,0.09941069854613571
no-prompt,10,F4,A1,-0.0019168101704286808
no-prompt,10,F4,A2,-0.01283244479309637
no-prompt,10,F4,A3,0.0036389745060914558
no-prompt,10,F4,F0,0.0037472591312626164
no-prompt,10,F4,F1,3.632341952402063e-05
no-prompt,10,F4,F2,0.008619000108914657
no-prompt,10,F4,F3,0.20253274609481625
no-prompt,10,F4,F4,0.9999999999969538
no-prompt,10,F4,F5,0.19265510549067583
no-prompt,10,F5,A1,0.003560959791834718
no-prompt,10,F5,A2,0.007053940905063311
no-prompt,10,F5,A3,-0.008685274811007797
no-prompt,10,F5,F0,0.0029036202188432174
no-prompt,10,F5,F1,0.00020667339055328252
no-prompt,10,F5,F2,0.006476653716871967
no-prompt,10,F5,F3,0.09941069854613571
no-prompt,10,F5,F4,0.19265510549067583
no-prompt,10,F5,F5,0.9999999999968403
no-prompt,11,A1,A1,0.9999999999983631
no-prompt,11,A1,A2,0.049368828010697835
no-prompt,11,A1,A3,0.05777849173674089
no-prompt,11,A1,F0,0.0018945732950531402
no-prompt,11,A1,F1,0.002188481776428313
no-prompt,11,A1,F2,0.005565538911928437
no-prompt,11,A1,F3,0.005502278352944954
no-prompt,11,A1,F4,0.0010145091617933602
no-prompt,11,A1,F5,-5.891484971380848e-05
no-prompt,11,A2,A1,0.049368828010697835
no-prompt,11,A2,A2,0.9999999999981135
no-prompt,11,A2,A3,0.08414676625632392
no-prompt,11,A2,F0,0.007748936478988781
no-prompt,11,A2,F1,-0.0007298515255053103
no-prompt,11,A2,F2,-0.006132075774336228
no-prompt,11,A2,F3,0.010307182125768517
no-prompt,11,A2,F4,-0.011962964415650016
no-prompt,11,A2,F5,-0.008303116019669534
no-prompt,11,A3,A1,0.05777849173674089
no-prompt,11,A3,A2,0.08414676625632392
no-prompt,11,A3,A3,0.9999999999982442
no-prompt,11,A3,F0,0.010550722662524634
no-prompt,11,A3,F1,0.0022789245989078078
no-prompt,11,A3,F2,-0.007354932090156212
no-prompt,11,A3,F3,-0.01205969435611808
no-prompt,11,A3,F4,-0.0022899124214197076
no-prompt,11,A3,F5,-0.002184090905233541
no-prompt,11,F0,A1,0.0018945732950531402
no-prompt,11,F0,A2,0.007748936478988781
no-prompt,11,F0,A3,0.010550722662524634
no-prompt,11,F0,F0,0.9999999999962121
no-prompt,11,F0,F1,-0.06303743819083098
no-prompt,11,F0,F2,0.015573438422856068
no-prompt,11,F0,F3,0.00015574226133380301
no-prompt,11,F0,F4,0.0072085903639389146
no-prompt,11,F0,F5,0.0035178708455746313
no-prompt,11,F1,A1,0.002188481776428313
no-prompt,11,F1,A2,-0.0007298515255053103
no-prompt,11,F1,A3,0.0022789245989078078
no-prompt,11,F1,F0,-0.06303743819083098
no-prompt,11,F1,F1,0.9999999999956397
no-prompt,11,F1,F2,-0.011285301602828791
no-prompt,11,F1,F3,0.0007664559763605902
no-prompt,11,F1,F4,0.006281025947847119
no-prompt,11,F1,F5,-0.013786876179383355
no-prompt,11,F2,A1,0.005565538911928437
no-prompt,11,F2,A2,-0.006132075774336228
no-prompt,11,F2,A3,-0.007354932090156212
no-prompt,11,F2,F0,0.015573438422856068
no-prompt,11,F2,F1,-0.011285301602828791
no-prompt,11,F2,F2,0.9999999999985257
no-prompt,11,F2,F3,0.004202635338435623
no-prompt,11,F2,F4,0.006894765912508501
no-prompt,11,F2,F5,0.01309101945445743
no-prompt,11,F3,A1,0.005502278352944954
no-prompt,11,F3,A2,0.010307182125768517
no-prompt,11,F3,A3,-0.01205969435611808
no-prompt,11,F3,F0,0.00015574226133380301
no-prompt,11,F3,F1,0.0007664559763605902
no-prompt,11,F3,F2,0.004202635338435623
no-prompt,11,F3,F3,0.9999999999983143
no-prompt,11,F3,F4,0.19049680313490572
no-prompt,11,F3,F5,0.07988045826820427
no-prompt,11,F4,A1,0.0010145091617933602
no-prompt,11,F4,A2,-0.011962964415650016
no-prompt,11,F4,A3,-0.0022899124214197076
no-prompt,11,F4,F0,0.0072085903639389146
no-prompt,11,F4,F1,0.006281025947847119
no-prompt,11,F4,F2,0.006894765912508501
no-prompt,11,F4,F3,0.19049680313490572
no-prompt,11,F4,F4,0.9999999999972312
no-prompt,11,F4,F5,0.1994094631919199
no-prompt,11,F5,A1,-5.891484971380848e-05
no-prompt,11,F5,A2,-0.008303116019669534
no-prompt,11,F5,A3,-0.002184090905233541
no-prompt,11,F5,F0,0.0035178708455746313
no-prompt,11,F5,F1,-0.013786876179383355
no-prompt,11,F5,F2,0.01309101945445743
no-prompt,11,F5,F3,0.07988045826820427
no-prompt,11,F5,F4,0.1994094631919199
no-prompt,11,F5,F5,0.9999999999971705
no-prompt,12,A1,A1,0.9999999999982933
no-prompt,12,A1,A2,0.05774090496990099
no-prompt,12,A1,A3,0.041339225480422494
no-prompt,12,A1,F0,0.0011692956122822179
no-prompt,12,A1,F1,0.0019948547064611286
no-prompt,12,A1,F2,0.005262820637196739
no-prompt,12,A1,F3,0.004048010369211574
no-prompt,12,A1,F4,0.00780340293256129
no-prompt,12,A1,F5,-0.002489206968832893
no-prompt,12,A2,A1,0.05774090496990099
no-prompt,12,A2,A2,0.9999999999980603
no-prompt,12,A2,A3,0.07869864727502703
no-prompt,12,A2,F0,0.008611530431256157
no-prompt,12,A2,F1,-0.013020642737639098
no-prompt,12,A2,F2,0.0027240450425466763
no-prompt,12,A2,F3,0.010870617638208855
no-prompt,12,A2,F4,-0.004829998350369457
no-prompt,12,A2,F5,0.002878931555674712
no-prompt,12,A3,A1,0.041339225480422494
no-prompt,12,A3,A2,0.07869864727502703
no-prompt,12,A3,A3,0.9999999999981912
no-prompt,12,A3,F0,0.0062617463888302955
no-prompt,12,A3,F1,0.008509696641737523
no-prompt,12,A3,F2,0.0045598654581149095
no-prompt,12,A3,F3,-0.016931964651395237
no-prompt,12,A3,F4,-0.007428928765299334
no-prompt,12,A3,F5,0.01785959998244381
no-prompt,12,F0,A1,0.0011692956122822179
no-prompt,12,F0,A2,0.008611530431256157
no-prompt,12,F0,A3,0.0062617463888302955
no-prompt,12,F0,F0,0.9999999999960234
no-prompt,12,F0,F1,-0.05955145271022698
no-prompt,12,F0,F2,0.009361288315869343
no-prompt,12,F0,F3,0.011411974604021116
no-prompt,12,F0,F4,0.0014207027372112567
no-prompt,12,F0,F5,0.0020273145007877803
no-prompt,12,F1,A1,0.0019948547064611286
no-prompt,12,F1,A2,-0.013020642737639098
no-prompt,12,F1,A3,0.008509696641737523
no-prompt,12,F1,F0,-0.05955145271022698
no-prompt,12,F1,F1,0.9999999999950335
no-prompt,12,F1,F2,-0.007158185419390961
no-prompt,12,F1,F3,0.00023914851472478255
no-prompt,12,F1,F4,0.0036321413432742794
no-prompt,12,F1,F5,-0.007812382006343411
no-prompt,12,F2,A1,0.005262820637196739
no-prompt,12,F2,A2,0.0027240450425466763
no-prompt,12,F2,A3,0.0045598654581149095
no-prompt,12,F2,F0,0.009361288315869343
no-prompt,12,F2,F1,-0.007158185419390961
no-prompt,12,F2,F2,0.9999999999984163
no-prompt,12,F2,F3,0.011320651811330634
no-prompt,12,F2,F4,0.0045484329216228065
no-prompt,12,F2,F5,0.014295772771366885
no-prompt,12,F3,A1,0.004048010369211574
no-prompt,12,F3,A2,0.010870617638208855
no-prompt,12,F3,A3,-0.016931964651395237
no-prompt,12,F3,F0,0.011411974604021116
no-prompt,12,F3,F1,0.00023914851472478255
no-prompt,12,F3,F2,0.011320651811330634
no-prompt,12,F3,F3,0.9999999999983539
no-prompt,12,F3,F4,0.18393588219899895
no-prompt,12,F3,F5,0.06359150393102539
no-prompt,12,F4,A1,0.00780340293256129
no-prompt,12,F4,A2,-0.004829998350369457
no-prompt,12,F4,A3,-0.007428928765299334
no-prompt,12,F4,F0,0.0014207027372112567
no-prompt,12,F4,F1,0.0036321413432742794
no-prompt,12,F4,F2,0.0045484329216228065
no-prompt,12,F4,F3,0.18393588219899895
no-prompt,12,F4,F4,0.9999999999973901
no-prompt,12,F4,F5,0.18382315182905185
no-prompt,12,F5,A1,-0.002489206968832893
no-prompt,12,F5,A2,0.002878931555674712
no-prompt,12,F5,A3,0.01785959998244381
no-prompt,12,F5,F0,0.0020273145007877803
no-prompt,12,F5,F1,-0.007812382006343411
no-prompt,12,F5,F2,0.014295772771366885
no-prompt,12,F5,F3,0.06359150393102539
no-prompt,12,F5,F4,0.18382315182905185
no-prompt,12,F5,F5,0.9999999999973458
no-prompt,13,A1,A1,0.9999999999980157
no-prompt,13,A1,A2,0.060743914467888765
no-prompt,13,A1,A3,0.04357881631485094
no-prompt,13,A1,F0,-0.001460968586479028
no-prompt,13,A1,F1,-0.0021459938938316178
no-prompt,13,A1,F2,0.005737538875954658
no-prompt,13,A1,F3,0.000863499192926603
no-prompt,13,A1,F4,-0.004143381614768311
no-prompt,13,A1,F5,-0.005498897411667997
no-prompt,13,A2,A1,0.060743914467888765
no-prompt,13,A2,A2,0.9999999999977414
no-prompt,13,A2,A3,0.0914901661284365
no-prompt,13,A2,F0,0.003975753591702012
no-prompt,13,A2,F1,-0.0060206375312880445
no-prompt,13,A2,F2,0.005060010884950366
no-prompt,13,A2,F3,0.01205351437653211
no-prompt,13,A2,F4,-0.009134948758330222
no-prompt,13,A2,F5,-0.007523921684812447
no-prompt,13,A3,A1,0.04357881631485094
no-prompt,13,A3,A2,0.0914901661284365
no-prompt,13,A3,A3,0.9999999999979324
no-prompt,13,A3,F0,0.004875776825182816
no-prompt,13,A3,F1,0.011927105885108856
no-prompt,13,A3,F2,-0.016509263034025255
no-prompt,13,A3,F3,-0.0019745205365446425
no-prompt,13,A3,F4,-0.0028583192984268585
no-prompt,13,A3,F5,-0.006379621205510708
no-prompt,13,F0,A1,-0.001460968586479028
no-prompt,13,F0,A2,0.003975753591702012
no-prompt,13,F0,A3,0.004875776825182816
no-prompt,13,F0,F0,0.9999999999943374
no-prompt,13,F0,F1,-0.06169875694616924
no-prompt,13,F0,F2,0.009907413950116576
no-prompt,13,F0,F3,-0.002920324409600521
no-prompt,13,F0,F4,0.0020813212906183407
no-prompt,13,F0,F5,0.0005062606565765849
no-prompt,13,F1,A1,-0.0021459938938316178
no-prompt,13,F1,A2,-0.0060206375312880445
no-prompt,13,F1,A3,0.011927105885108856
no-prompt,13,F1,F0,-0.06169875694616924
no-prompt,13,F1,F1,0.9999999999905518
no-prompt,13,F1,F2,-0.006162792788514635
no-prompt,13,F1,F3,0.011346221471582804
no-prompt,13,F1,F4,0.0038534632854267665
no-prompt,13,F1,F5,-0.01296737731798001
no-prompt,13,F2,A1,0.005737538875954658
no-prompt,13,F2,A2,0.005060010884950366
no-prompt,13,F2,A3,-0.016509263034025255
no-prompt,13,F2,F0,0.009907413950116576
no-prompt,13,F2,F1,-0.006162792788514635
no-prompt,13,F2,F2,0.9999999999974738
no-prompt,13,F2,F3,-0.00019118857296814237
no-prompt,13,F2,F4,0.0056979391337590906
no-prompt,13,F2,F5,0.009358818932100978
no-prompt,13,F3,A1,0.000863499192926603
no-prompt,13,F3,A2,0.01205351437653211
no-prompt,13,F3,A3,-0.0019745205365446425
no-prompt,13,F3,F0,-0.002920324409600521
no-prompt,13,F3,F1,0.011346221471582804
no-prompt,13,F3,F2,-0.00019118857296814237
no-prompt,13,F3,F3,0.9999999999983619
no-prompt,13,F3,F4,0.16722796217999297
no-prompt,13,F3,F5,0.06022203294422758
no-prompt,13,F4,A1,-0.004143381614768311
no-prompt,13,F4,A2,-0.009134948758330222
no-prompt,13,F4,A3,-0.0028583192984268585
no-prompt,13,F4,F0,0.0020813212906183407
no-prompt,13,F4,F1,0.0038534632854267665
no-prompt,13,F4,F2,0.0056979391337590906
no-prompt,13,F4,F3,0.16722796217999297
no-prompt,13,F4,F4,0.9999999999973308
no-prompt,13,F4,F5,0.17315962959049883
no-prompt,13,F5,A1,-0.005498897411667997
no-prompt,13,F5,A2,-0.007523921684812447
no-prompt,13,F5,A3,-0.006379621205510708
no-prompt,13,F5,F0,0.0005062606565765849
no-prompt,13,F5,F1,-0.01296737731798001
no-prompt,13,F5,F2,0.009358818932100978
no-prompt,13,F5,F3,0.06022203294422758
no-prompt,13,F5,F4,0.17315962959049883
no-prompt,13,F5,F5,0.9999999999974372
no-prompt,14,A1,A1,0.9999999999979352
no-prompt,14,A1,A2,0.04623180626717642
no-prompt,14,A1,A3,0.04165414780208694
no-prompt,14,A1,F0,0.003561268700255036
no-prompt,14,A1,F1,0.0009105359590886542
no-prompt,14,A1,F2,0.0031572338204119183
no-prompt,14,A1,F3,0.003555071681240172
no-prompt,14,A1,F4,-0.017981136819837124
