statement,label,countries,cities,stated_k1,stated_k2,actual_k1,actual_k2
"Exactly 2 of the following cities are in the Dominican Republic and 4 in Sudan: Khartoum North, Nyala, Santo Domingo Oeste, Santo Domingo Este, Omdurman, Khartoum.",1,"('the Dominican Republic', 'Sudan')","('Khartoum', 'Khartoum North', 'Nyala', 'Omdurman', 'Santo Domingo Este', 'Santo Domingo Oeste')",2,4,2,4
"Exactly 3 of the following cities are in Ukraine and 2 in Somalia: Borama, Kryvyy Rih, Lviv, Aleppo, Mogadishu, Dnipro.",1,"('Ukraine', 'Somalia')","('Aleppo', 'Borama', 'Dnipro', 'Kryvyy Rih', 'Lviv', 'Mogadishu')",3,2,3,2
"Exactly 2 of the following cities are in Haiti and 2 in Burkina Faso: Bobo-Dioulasso, Karbala, Ouagadougou, Kota Kuala Muda, Port-au-Prince, Al Fayyum.",0,"('Haiti', 'Burkina Faso')","('Al Fayyum', 'Bobo-Dioulasso', 'Karbala', 'Kota Kuala Muda', 'Ouagadougou', 'Port-au-Prince')",2,2,1,2
"Exactly 1 of the following cities are in Armenia and 3 in China: Tianjin, Yangquan, Shanghai, Laiwu, Yerevan, Zibo.",0,"('Armenia', 'China')","('Laiwu', 'Shanghai', 'Tianjin', 'Yangquan', 'Yerevan', 'Zibo')",1,3,1,5
"Exactly 4 of the following cities are in India and 2 in the Dominican Republic: Tiruchirappalli, Indore, Santiago de los Caballeros, Santo Domingo Este, Kalaburagi, Loni.",1,"('India', 'the Dominican Republic')","('Indore', 'Kalaburagi', 'Loni', 'Santiago de los Caballeros', 'Santo Domingo Este', 'Tiruchirappalli')",4,2,4,2
"Exactly 3 of the following cities are in India and 2 in Peru: Siliguri, Jalandhar, Arequipa, Chiclayo, Callao, Piura.",0,"('India', 'Peru')","('Arequipa', 'Callao', 'Chiclayo', 'Jalandhar', 'Piura', 'Siliguri')",3,2,2,4
"Exactly 1 of the following cities are in Tanzania and 5 in Vietnam: Zanzibar, Mbeya, Dodoma, Nha Trang, Arusha, Dar es Salaam.",0,"('Tanzania', 'Vietnam')","('Arusha', 'Dar es Salaam', 'Dodoma', 'Mbeya', 'Nha Trang', 'Zanzibar')",1,5,5,1
"Exactly 1 of the following cities are in Tanzania and 1 in Turkey: Dar es Salaam, Arusha, Gaziantep, Bursa, Antalya, UEskuedar.",0,"('Tanzania', 'Turkey')","('Antalya', 'Arusha', 'Bursa', 'Dar es Salaam', 'Gaziantep', 'UEskuedar')",1,1,2,4
"Exactly 3 of the following cities are in South Korea and 3 in Uzbekistan: Cheongju-si, Tashkent, Daegu, Seoul, Goyang-si, Cheonan.",0,"('South Korea', 'Uzbekistan')","('Cheonan', 'Cheongju-si', 'Daegu', 'Goyang-si', 'Seoul', 'Tashkent')",3,3,5,1
"Exactly 4 of the following cities are in Yemen and 2 in Armenia: Taiz, Al Hudaydah, Ashgabat, Jabalpur, Yerevan, Sanaa.",0,"('Yemen', 'Armenia')","('Al Hudaydah', 'Ashgabat', 'Jabalpur', 'Sanaa', 'Taiz', 'Yerevan')",4,2,3,1
"Exactly 3 of the following cities are in Côte d'Ivoire and 2 in the Democratic Republic of the Congo: Abidjan, Kananga, Abobo, Mbuji-Mayi, Bouake, Kikwit.",0,"(""Côte d'Ivoire"", 'the Democratic Republic of the Congo')","('Abidjan', 'Abobo', 'Bouake', 'Kananga', 'Kikwit', 'Mbuji-Mayi')",3,2,3,3
"Exactly 4 of the following cities are in Ecuador and 1 in Uganda: Nansana, Al Hudaydah, Quito, Malacca, Salta, Guayaquil.",0,"('Ecuador', 'Uganda')","('Al Hudaydah', 'Guayaquil', 'Malacca', 'Nansana', 'Quito', 'Salta')",4,1,2,1
"Exactly 4 of the following cities are in Niger and 1 in Uzbekistan: Samarkand, Niamey, Namangan, Puxi, Tashkent, Andijon.",0,"('Niger', 'Uzbekistan')","('Andijon', 'Namangan', 'Niamey', 'Puxi', 'Samarkand', 'Tashkent')",4,1,1,4
"Exactly 1 of the following cities are in Canada and 3 in Brazil: Joao Pessoa, Winnipeg, Puxi, Prayagraj, Porto Alegre, Brasilia.",1,"('Canada', 'Brazil')","('Brasilia', 'Joao Pessoa', 'Porto Alegre', 'Prayagraj', 'Puxi', 'Winnipeg')",1,3,1,3
"Exactly 4 of the following cities are in Sudan and 2 in Iran: Tabriz, Ahvaz, Khartoum North, Hamadan, Xingtai, Sanmenxia.",0,"('Sudan', 'Iran')","('Ahvaz', 'Hamadan', 'Khartoum North', 'Sanmenxia', 'Tabriz', 'Xingtai')",4,2,1,3
"Exactly 3 of the following cities are in Argentina and 1 in Sweden: Nowrangapur, Stockholm, San Miguel de Tucuman, Mar del Plata, Salta, Nha Trang.",1,"('Argentina', 'Sweden')","('Mar del Plata', 'Nha Trang', 'Nowrangapur', 'Salta', 'San Miguel de Tucuman', 'Stockholm')",3,1,3,1
"Exactly 1 of the following cities are in Côte d'Ivoire and 2 in Colombia: Soacha, Kolhapur, Abobo, Bucaramanga, Kuala Lumpur, Bhopal.",1,"(""Côte d'Ivoire"", 'Colombia')","('Abobo', 'Bhopal', 'Bucaramanga', 'Kolhapur', 'Kuala Lumpur', 'Soacha')",1,2,1,2
"Exactly 1 of the following cities are in Argentina and 1 in Finland: Matsuyama, Weihai, Mar del Plata, E'zhou, Navi Mumbai, Helsinki.",1,"('Argentina', 'Finland')","(""E'zhou"", 'Helsinki', 'Mar del Plata', 'Matsuyama', 'Navi Mumbai', 'Weihai')",1,1,1,1
"Exactly 3 of the following cities are in Iran and 1 in Turkmenistan: Ananindeua, Karaj, Isfahan, Basrah, Ashgabat, Tabriz.",1,"('Iran', 'Turkmenistan')","('Ananindeua', 'Ashgabat', 'Basrah', 'Isfahan', 'Karaj', 'Tabriz')",3,1,3,1
"Exactly 1 of the following cities are in Guinea and 4 in Mexico: Tlalpan, The Bronx, Naucalpan de Juarez, Conakry, Zapopan, Iztapalapa.",1,"('Guinea', 'Mexico')","('Conakry', 'Iztapalapa', 'Naucalpan de Juarez', 'The Bronx', 'Tlalpan', 'Zapopan')",1,4,1,4
"Exactly 4 of the following cities are in Myanmar and 1 in Saudi Arabia: Bukavu, Panshan, Ha'il, Ta'if, Nay Pyi Taw, Hlaingthaya.",0,"('Myanmar', 'Saudi Arabia')","('Bukavu', ""Ha'il"", 'Hlaingthaya', 'Nay Pyi Taw', 'Panshan', ""Ta'if"")",4,1,2,2
"Exactly 1 of the following cities are in Uzbekistan and 3 in Russia: Krasnoyarsk, Samarkand, Ryazan', Nyala, Panshan, Nizhniy Novgorod.",1,"('Uzbekistan', 'Russia')","('Krasnoyarsk', 'Nizhniy Novgorod', 'Nyala', 'Panshan', ""Ryazan'"", 'Samarkand')",1,3,1,3
"Exactly 1 of the following cities are in the Democratic Republic of the Congo and 1 in Azerbaijan: Goiania, Katsina, Xinyu, Likasi, Lubumbashi, Baku.",0,"('the Democratic Republic of the Congo', 'Azerbaijan')","('Baku', 'Goiania', 'Katsina', 'Likasi', 'Lubumbashi', 'Xinyu')",1,1,2,1
"Exactly 2 of the following cities are in Iran and 4 in South Korea: Kermanshah, Kimhae, Daegu, Tehran, Goyang-si, Seoul.",1,"('Iran', 'South Korea')","('Daegu', 'Goyang-si', 'Kermanshah', 'Kimhae', 'Seoul', 'Tehran')",2,4,2,4
"Exactly 2 of the following cities are in Sudan and 3 in France: Marseille, Toulouse, Lyon, Hamamatsu, Nyala, Khartoum North.",1,"('Sudan', 'France')","('Hamamatsu', 'Khartoum North', 'Lyon', 'Marseille', 'Nyala', 'Toulouse')",2,3,2,3
"Exactly 1 of the following cities are in Kenya and 2 in Japan: Mysuru, Kobe, Al Mahallah al Kubra, Kumasi, Nairobi, Nagoya.",1,"('Kenya', 'Japan')","('Al Mahallah al Kubra', 'Kobe', 'Kumasi', 'Mysuru', 'Nagoya', 'Nairobi')",1,2,1,2
"Exactly 2 of the following cities are in Sudan and 2 in Ecuador: Nyala, Quito, Guayaquil, Khartoum, Khartoum North, Omdurman.",0,"('Sudan', 'Ecuador')","('Guayaquil', 'Khartoum', 'Khartoum North', 'Nyala', 'Omdurman', 'Quito')",2,2,4,2
"Exactly 5 of the following cities are in Honduras and 1 in Colombia: Lviv, Cucuta, Mississauga, Ibague, Tegucigalpa, Bikaner.",0,"('Honduras', 'Colombia')","('Bikaner', 'Cucuta', 'Ibague', 'Lviv', 'Mississauga', 'Tegucigalpa')",5,1,1,2
"Exactly 4 of the following cities are in Peru and 1 in Egypt: Arequipa, Chiclayo, Assiut, Makassar, Piura, Callao.",1,"('Peru', 'Egypt')","('Arequipa', 'Assiut', 'Callao', 'Chiclayo', 'Makassar', 'Piura')",4,1,4,1
"Exactly 4 of the following cities are in Angola and 1 in South Korea: Lubango, Mulenvos, Benguela, Seongnam-si, Maianga, Kolkata.",1,"('Angola', 'South Korea')","('Benguela', 'Kolkata', 'Lubango', 'Maianga', 'Mulenvos', 'Seongnam-si')",4,1,4,1
"Exactly 1 of the following cities are in Malawi and 5 in Bangladesh: Rajshahi, Pallabi, Lilongwe, Rangpur, Mirpur Model Thana, Comilla.",1,"('Malawi', 'Bangladesh')","('Comilla', 'Lilongwe', 'Mirpur Model Thana', 'Pallabi', 'Rajshahi', 'Rangpur')",1,5,1,5
"Exactly 2 of the following cities are in Mozambique and 2 in Venezuela: Maturin, Beira, Kayseri, Caracas, Maputo, Zhangye.",1,"('Mozambique', 'Venezuela')","('Beira', 'Caracas', 'Kayseri', 'Maputo', 'Maturin', 'Zhangye')",2,2,2,2
"Exactly 2 of the following cities are in Saudi Arabia and 3 in Poland: Ta'if, Al Hudaydah, Cho Lon, Xinyang, Makkah, Wroclaw.",0,"('Saudi Arabia', 'Poland')","('Al Hudaydah', 'Cho Lon', 'Makkah', ""Ta'if"", 'Wroclaw', 'Xinyang')",2,3,2,1
"Exactly 1 of the following cities are in Japan and 2 in Kazakhstan: Aktobe, Sapporo, Kagoshima, Pelentong, Kobe, Okayama.",0,"('Japan', 'Kazakhstan')","('Aktobe', 'Kagoshima', 'Kobe', 'Okayama', 'Pelentong', 'Sapporo')",1,2,4,1
"Exactly 2 of the following cities are in Japan and 4 in Yemen: Ibb, Aden, Kyoto, Itabashi, Taiz, Mukalla.",1,"('Japan', 'Yemen')","('Aden', 'Ibb', 'Itabashi', 'Kyoto', 'Mukalla', 'Taiz')",2,4,2,4
"Exactly 2 of the following cities are in Vietnam and 3 in Côte d'Ivoire: Abobo, Da Nang, Pasig City, Bouake, Abidjan, Qui Nhon.",1,"('Vietnam', ""Côte d'Ivoire"")","('Abidjan', 'Abobo', 'Bouake', 'Da Nang', 'Pasig City', 'Qui Nhon')",2,3,2,3
"Exactly 1 of the following cities are in Mexico and 4 in Tanzania: Ciudad Juarez, Iztapalapa, Heroica Matamoros, Mbeya, San Luis Potosi, Culiacan.",0,"('Mexico', 'Tanzania')","('Ciudad Juarez', 'Culiacan', 'Heroica Matamoros', 'Iztapalapa', 'Mbeya', 'San Luis Potosi')",1,4,5,1
"Exactly 2 of the following cities are in Angola and 3 in Mexico: Kikolo, Ciudad Nezahualcoyotl, Golfe, Hermosillo, Kasur, Culiacan.",1,"('Angola', 'Mexico')","('Ciudad Nezahualcoyotl', 'Culiacan', 'Golfe', 'Hermosillo', 'Kasur', 'Kikolo')",2,3,2,3
"Exactly 4 of the following cities are in India and 2 in Turkey: Adana, Vadodara, Jabalpur, Bagcilar, Erode, Rasapudipalem.",1,"('India', 'Turkey')","('Adana', 'Bagcilar', 'Erode', 'Jabalpur', 'Rasapudipalem', 'Vadodara')",4,2,4,2
"Exactly 1 of the following cities are in Togo and 2 in South Korea: Bucheon-si, Anyang-si, Changwon, Kimhae, Lome, Cheonan.",0,"('Togo', 'South Korea')","('Anyang-si', 'Bucheon-si', 'Changwon', 'Cheonan', 'Kimhae', 'Lome')",1,2,1,5
"Exactly 1 of the following cities are in Jamaica and 2 in Angola: Camama, Istanbul, New Kingston, Pasig City, Gwalior, Lubango.",1,"('Jamaica', 'Angola')","('Camama', 'Gwalior', 'Istanbul', 'Lubango', 'New Kingston', 'Pasig City')",1,2,1,2
"Exactly 2 of the following cities are in Lebanon and 4 in Jordan: Amman, Beirut, Ra's Bayrut, Durban, Huaibei, Copenhagen.",0,"('Lebanon', 'Jordan')","('Amman', 'Beirut', 'Copenhagen', 'Durban', 'Huaibei', ""Ra's Bayrut"")",2,4,2,1
"Exactly 2 of the following cities are in Canada and 3 in France: Lyon, Quebec, Rio de Janeiro, Calgary, Toulouse, Marseille.",1,"('Canada', 'France')","('Calgary', 'Lyon', 'Marseille', 'Quebec', 'Rio de Janeiro', 'Toulouse')",2,3,2,3
"Exactly 3 of the following cities are in Indonesia and 3 in Haiti: Makassar, Qinzhou, Balikpapan, Carrefour, Banjarmasin, Surakarta.",0,"('Indonesia', 'Haiti')","('Balikpapan', 'Banjarmasin', 'Carrefour', 'Makassar', 'Qinzhou', 'Surakarta')",3,3,4,1
"Exactly 1 of the following cities are in Guatemala and 5 in Vietnam: Haiphong, Nha Trang, Binh Thanh, Can Tho, Vinh, Guatemala City.",1,"('Guatemala', 'Vietnam')","('Binh Thanh', 'Can Tho', 'Guatemala City', 'Haiphong', 'Nha Trang', 'Vinh')",1,5,1,5
"Exactly 5 of the following cities are in India and 1 in Malawi: Lilongwe, Kota Kuala Muda, Khartoum, Qom, Zhangzhou, Kanpur.",0,"('India', 'Malawi')","('Kanpur', 'Khartoum', 'Kota Kuala Muda', 'Lilongwe', 'Qom', 'Zhangzhou')",5,1,1,1
"Exactly 1 of the following cities are in Mali and 1 in Uzbekistan: Curitiba, Namangan, Arifwala, Kimhae, Bamako, Andijon.",0,"('Mali', 'Uzbekistan')","('Andijon', 'Arifwala', 'Bamako', 'Curitiba', 'Kimhae', 'Namangan')",1,1,1,2
"Exactly 3 of the following cities are in Mexico and 3 in Jordan: Amman, Pune, Zibo, Irbid, Hermosillo, Kampala.",0,"('Mexico', 'Jordan')","('Amman', 'Hermosillo', 'Irbid', 'Kampala', 'Pune', 'Zibo')",3,3,1,2
"Exactly 2 of the following cities are in Zimbabwe and 4 in Yemen: Aden, Harare, Taiz, Mukalla, Bulawayo, Ibb.",1,"('Zimbabwe', 'Yemen')","('Aden', 'Bulawayo', 'Harare', 'Ibb', 'Mukalla', 'Taiz')",2,4,2,4
"Exactly 4 of the following cities are in Bangladesh and 1 in Kazakhstan: Almaty, Chattogram, Comilla, Gazipur, Yunfu, Pallabi.",1,"('Bangladesh', 'Kazakhstan')","('Almaty', 'Chattogram', 'Comilla', 'Gazipur', 'Pallabi', 'Yunfu')",4,1,4,1
"Exactly 1 of the following cities are in Egypt and 3 in India: Suez, Xining, Hubballi, Port Said, Giza, Narela.",0,"('Egypt', 'India')","('Giza', 'Hubballi', 'Narela', 'Port Said', 'Suez', 'Xining')",1,3,3,2
"Exactly 3 of the following cities are in Tanzania and 2 in Colombia: Arusha, Dar es Salaam, Hamamatsu, Dodoma, Cucuta, Ibague.",1,"('Tanzania', 'Colombia')","('Arusha', 'Cucuta', 'Dar es Salaam', 'Dodoma', 'Hamamatsu', 'Ibague')",3,2,3,2
"Exactly 3 of the following cities are in Zambia and 3 in Peru: Ndola, Callao, Lusaka, Chiclayo, Arequipa, Piura.",0,"('Zambia', 'Peru')","('Arequipa', 'Callao', 'Chiclayo', 'Lusaka', 'Ndola', 'Piura')",3,3,2,4
"Exactly 2 of the following cities are in India and 2 in North Korea: Pyongyang, Tirunelveli, Pimpri-Chinchwad, Coimbatore, Hamhung, Luzhou.",0,"('India', 'North Korea')","('Coimbatore', 'Hamhung', 'Luzhou', 'Pimpri-Chinchwad', 'Pyongyang', 'Tirunelveli')",2,2,3,2
"Exactly 3 of the following cities are in India and 2 in Ecuador: Thane, Siliguri, Asansol, Quito, Nairobi, Guayaquil.",1,"('India', 'Ecuador')","('Asansol', 'Guayaquil', 'Nairobi', 'Quito', 'Siliguri', 'Thane')",3,2,3,2
"Exactly 4 of the following cities are in Mozambique and 1 in Pakistan: Beira, Maputo, Matola, Nampula, Aden, Lahore.",1,"('Mozambique', 'Pakistan')","('Aden', 'Beira', 'Lahore', 'Maputo', 'Matola', 'Nampula')",4,1,4,1
"Exactly 2 of the following cities are in Bosnia and Herzegovina and 2 in Malaysia: Suqian, Ipoh, Sarajevo, Naberezhnyye Chelny, Kota Kuala Muda, Asansol.",0,"('Bosnia and Herzegovina', 'Malaysia')","('Asansol', 'Ipoh', 'Kota Kuala Muda', 'Naberezhnyye Chelny', 'Sarajevo', 'Suqian')",2,2,1,2
"Exactly 2 of the following cities are in Angola and 2 in Yemen: Golfe, Calumbo, Cabinda, Al Hudaydah, Ibb, Kikolo.",0,"('Angola', 'Yemen')","('Al Hudaydah', 'Cabinda', 'Calumbo', 'Golfe', 'Ibb', 'Kikolo')",2,2,4,2
"Exactly 2 of the following cities are in Burkina Faso and 2 in Germany: Bobo-Dioulasso, Dortmund, Hannover, Ouagadougou, Kaifeng, Abeokuta.",1,"('Burkina Faso', 'Germany')","('Abeokuta', 'Bobo-Dioulasso', 'Dortmund', 'Hannover', 'Kaifeng', 'Ouagadougou')",2,2,2,2
"Exactly 2 of the following cities are in Turkey and 4 in Mexico: Coyoacan, Diyarbakir, Ciudad Nezahualcoyotl, Heroica Matamoros, Esenler, Mexico City.",1,"('Turkey', 'Mexico')","('Ciudad Nezahualcoyotl', 'Coyoacan', 'Diyarbakir', 'Esenler', 'Heroica Matamoros', 'Mexico City')",2,4,2,4
"Exactly 4 of the following cities are in Japan and 2 in Senegal: Dakar, Nagoya, Pikine, Sapporo, Hiroshima, Hachioji.",1,"('Japan', 'Senegal')","('Dakar', 'Hachioji', 'Hiroshima', 'Nagoya', 'Pikine', 'Sapporo')",4,2,4,2
"Exactly 2 of the following cities are in Vietnam and 2 in Pakistan: Tanggu, Thu GJuc, Nha Trang, Laibin, Bannu, Rahim Yar Khan.",1,"('Vietnam', 'Pakistan')","('Bannu', 'Laibin', 'Nha Trang', 'Rahim Yar Khan', 'Tanggu', 'Thu GJuc')",2,2,2,2
"Exactly 2 of the following cities are in Haiti and 3 in Brazil: Manaus, Port-au-Prince, Carrefour, Bhavnagar, Recife, Nova Iguacu.",1,"('Haiti', 'Brazil')","('Bhavnagar', 'Carrefour', 'Manaus', 'Nova Iguacu', 'Port-au-Prince', 'Recife')",2,3,2,3
"Exactly 4 of the following cities are in Bangladesh and 2 in Guinea: Comilla, Conakry, Camayenne, Mirpur Model Thana, Mohammadpur, Rangpur.",1,"('Bangladesh', 'Guinea')","('Camayenne', 'Comilla', 'Conakry', 'Mirpur Model Thana', 'Mohammadpur', 'Rangpur')",4,2,4,2
"Exactly 3 of the following cities are in Senegal and 1 in Zambia: Selayang Baru Utara, Pikine, Brasilia, Lusaka, Changde, Harbin.",0,"('Senegal', 'Zambia')","('Brasilia', 'Changde', 'Harbin', 'Lusaka', 'Pikine', 'Selayang Baru Utara')",3,1,1,1
"Exactly 3 of the following cities are in the Philippines and 2 in Peru: Mogadishu, Davao, Acapulco de Juarez, Borama, Arequipa, Pokhara.",0,"('the Philippines', 'Peru')","('Acapulco de Juarez', 'Arequipa', 'Borama', 'Davao', 'Mogadishu', 'Pokhara')",3,2,1,1
"Exactly 1 of the following cities are in Brazil and 3 in Malawi: Aparecida de Goiania, Lilongwe, Puente Alto, Bauchi, Niteroi, Nyala.",0,"('Brazil', 'Malawi')","('Aparecida de Goiania', 'Bauchi', 'Lilongwe', 'Niteroi', 'Nyala', 'Puente Alto')",1,3,2,1
"Exactly 4 of the following cities are in China and 2 in Hungary: Mengzi, Chengdu, Chuxiong, Pest, Hohhot, Budapest.",1,"('China', 'Hungary')","('Budapest', 'Chengdu', 'Chuxiong', 'Hohhot', 'Mengzi', 'Pest')",4,2,4,2
"Exactly 3 of the following cities are in China and 3 in Angola: Zaozhuang, Binzhou, Lubango, Yichang, Cabinda, Benguela.",1,"('China', 'Angola')","('Benguela', 'Binzhou', 'Cabinda', 'Lubango', 'Yichang', 'Zaozhuang')",3,3,3,3
"Exactly 1 of the following cities are in Vietnam and 3 in Afghanistan: Niluefer, Da Nang, Thuan An, Mazar-e Sharif, Ho Chi Minh City, Vinh.",0,"('Vietnam', 'Afghanistan')","('Da Nang', 'Ho Chi Minh City', 'Mazar-e Sharif', 'Niluefer', 'Thuan An', 'Vinh')",1,3,4,1
"Exactly 2 of the following cities are in Lithuania and 4 in Morocco: Fes, Agadir, Vilnius, Cape Town, Oklahoma City, Oujda.",0,"('Lithuania', 'Morocco')","('Agadir', 'Cape Town', 'Fes', 'Oklahoma City', 'Oujda', 'Vilnius')",2,4,1,3
"Exactly 2 of the following cities are in Uzbekistan and 2 in Hungary: Heroica Matamoros, Tashkent, Budapest, Namangan, Sulaymaniyah, Balikpapan.",0,"('Uzbekistan', 'Hungary')","('Balikpapan', 'Budapest', 'Heroica Matamoros', 'Namangan', 'Sulaymaniyah', 'Tashkent')",2,2,2,1
"Exactly 1 of the following cities are in Colombia and 2 in the Dominican Republic: Santo Domingo Este, Santo Domingo Oeste, Bucaramanga, Soacha, Penza, Langfang.",0,"('Colombia', 'the Dominican Republic')","('Bucaramanga', 'Langfang', 'Penza', 'Santo Domingo Este', 'Santo Domingo Oeste', 'Soacha')",1,2,2,2
"Exactly 1 of the following cities are in Oman and 1 in Kazakhstan: Aktobe, Astana, Almaty, Muscat, Mumbai, Shymkent.",0,"('Oman', 'Kazakhstan')","('Aktobe', 'Almaty', 'Astana', 'Mumbai', 'Muscat', 'Shymkent')",1,1,1,4
"Exactly 1 of the following cities are in Argentina and 5 in the Democratic Republic of the Congo: Kananga, Mar del Plata, Kisangani, Tshikapa, Bukavu, Likasi.",1,"('Argentina', 'the Democratic Republic of the Congo')","('Bukavu', 'Kananga', 'Kisangani', 'Likasi', 'Mar del Plata', 'Tshikapa')",1,5,1,5
"Exactly 2 of the following cities are in Ukraine and 4 in the Dominican Republic: Dnipro, Sevastopol, Santo Domingo Oeste, Lviv, Odesa, Santo Domingo Este.",0,"('Ukraine', 'the Dominican Republic')","('Dnipro', 'Lviv', 'Odesa', 'Santo Domingo Este', 'Santo Domingo Oeste', 'Sevastopol')",2,4,4,2
"Exactly 2 of the following cities are in South Korea and 2 in Syria: Latakia, Sanmenxia, Ar Raqqah, Recife, Ulsan, Changwon.",1,"('South Korea', 'Syria')","('Ar Raqqah', 'Changwon', 'Latakia', 'Recife', 'Sanmenxia', 'Ulsan')",2,2,2,2
"Exactly 4 of the following cities are in Iran and 1 in Saudi Arabia: Buraydah, Madinah, Makkah, Jeddah, Kermanshah, Dammam.",0,"('Iran', 'Saudi Arabia')","('Buraydah', 'Dammam', 'Jeddah', 'Kermanshah', 'Madinah', 'Makkah')",4,1,1,5
"Exactly 1 of the following cities are in Oman and 4 in Colombia: Ibague, Bucaramanga, Cucuta, Johannesburg, Soacha, Muscat.",1,"('Oman', 'Colombia')","('Bucaramanga', 'Cucuta', 'Ibague', 'Johannesburg', 'Muscat', 'Soacha')",1,4,1,4
"Exactly 2 of the following cities are in Colombia and 2 in South Africa: Durban, Cucuta, Pietermaritzburg, Pretoria, Bloemfontein, Soacha.",0,"('Colombia', 'South Africa')","('Bloemfontein', 'Cucuta', 'Durban', 'Pietermaritzburg', 'Pretoria', 'Soacha')",2,2,2,4
"Exactly 4 of the following cities are in Kenya and 2 in Myanmar: Nay Pyi Taw, Nairobi, Yangon, Hlaingthaya, Kakamega, Nakuru.",0,"('Kenya', 'Myanmar')","('Hlaingthaya', 'Kakamega', 'Nairobi', 'Nakuru', 'Nay Pyi Taw', 'Yangon')",4,2,3,3
"Exactly 1 of the following cities are in Turkey and 1 in Norway: Cankaya, Kuecuekcekmece, Oslo, Bagcilar, Erzurum, Esenler.",0,"('Turkey', 'Norway')","('Bagcilar', 'Cankaya', 'Erzurum', 'Esenler', 'Kuecuekcekmece', 'Oslo')",1,1,5,1
"Exactly 1 of the following cities are in Angola and 3 in Jordan: Pimpri, Cabinda, Irbid, Amman, Mumbai, Zarqa.",1,"('Angola', 'Jordan')","('Amman', 'Cabinda', 'Irbid', 'Mumbai', 'Pimpri', 'Zarqa')",1,3,1,3
"Exactly 2 of the following cities are in Zimbabwe and 2 in Indonesia: Bulawayo, Harare, Zhongwei, Kunshan, Batam, Jambi City.",1,"('Zimbabwe', 'Indonesia')","('Batam', 'Bulawayo', 'Harare', 'Jambi City', 'Kunshan', 'Zhongwei')",2,2,2,2
"Exactly 1 of the following cities are in Egypt and 1 in Uzbekistan: Tashkent, Shubra al Khaymah, Al Fayyum, Samarkand, Andijon, Suez.",0,"('Egypt', 'Uzbekistan')","('Al Fayyum', 'Andijon', 'Samarkand', 'Shubra al Khaymah', 'Suez', 'Tashkent')",1,1,3,3
"Exactly 2 of the following cities are in Belarus and 3 in Kazakhstan: Yibin, Krasnoyarsk, Aktobe, Almaty, Homyel', Shymkent.",0,"('Belarus', 'Kazakhstan')","('Aktobe', 'Almaty', ""Homyel'"", 'Krasnoyarsk', 'Shymkent', 'Yibin')",2,3,1,3
"Exactly 3 of the following cities are in Iraq and 2 in Nicaragua: Al Basrah al Qadimah, Kirkuk, Tegucigalpa, Asansol, Sadr City, Managua.",0,"('Iraq', 'Nicaragua')","('Al Basrah al Qadimah', 'Asansol', 'Kirkuk', 'Managua', 'Sadr City', 'Tegucigalpa')",3,2,3,1
"Exactly 3 of the following cities are in Zambia and 3 in France: Lusaka, Kitwe, Marseille, Ndola, Toulouse, Lyon.",1,"('Zambia', 'France')","('Kitwe', 'Lusaka', 'Lyon', 'Marseille', 'Ndola', 'Toulouse')",3,3,3,3
"Exactly 2 of the following cities are in Malawi and 3 in Mexico: Aguascalientes, Wuzhong, Lilongwe, Culiacan, Tlalpan, Iztapalapa.",0,"('Malawi', 'Mexico')","('Aguascalientes', 'Culiacan', 'Iztapalapa', 'Lilongwe', 'Tlalpan', 'Wuzhong')",2,3,1,4
